generation,vial_id,par_eff,par_temp,par_diet,sex,rep,ind,lifespan,status
F1,61,pat,21,0.4,m,1,7,61,1
F1,61,pat,21,0.4,m,1,8,64,1
F1,61,pat,21,0.4,m,1,9,71,1
F1,61,pat,21,0.4,m,1,10,73,1
F1,61,pat,21,0.4,m,1,11,73,1
F1,61,pat,21,0.4,m,1,12,75,1
F1,61,pat,21,0.4,m,1,13,80,1
F1,61,pat,21,0.4,m,1,14,85,1
F1,61,pat,21,0.4,m,1,15,85,1
F1,62,pat,21,0.4,m,2,1,43,1
F1,62,pat,21,0.4,m,2,2,45,1
F1,62,pat,21,0.4,m,2,3,50,1
F1,62,pat,21,0.4,m,2,4,52,1
F1,62,pat,21,0.4,m,2,5,52,1
F1,62,pat,21,0.4,m,2,6,54,1
F1,62,pat,21,0.4,m,2,7,64,1
F1,62,pat,21,0.4,m,2,8,64,1
F1,62,pat,21,0.4,m,2,9,64,1
F1,62,pat,21,0.4,m,2,10,66,1
F1,62,pat,21,0.4,m,2,11,71,1
F1,62,pat,21,0.4,m,2,12,71,1
F1,62,pat,21,0.4,m,2,13,73,1
F1,62,pat,21,0.4,m,2,14,73,1
F1,62,pat,21,0.4,m,2,15,75,1
F1,63,pat,21,0.4,f,1,1,10,1
F1,63,pat,21,0.4,f,1,2,17,1
F1,63,pat,21,0.4,f,1,3,68,1
F1,63,pat,21,0.4,f,1,4,73,1
F1,63,pat,21,0.4,f,1,5,73,1
F1,63,pat,21,0.4,f,1,6,75,1
F1,63,pat,21,0.4,f,1,7,78,1
F1,63,pat,21,0.4,f,1,8,78,1
F1,63,pat,21,0.4,f,1,9,78,1
F1,63,pat,21,0.4,f,1,10,82,1
F1,63,pat,21,0.4,f,1,11,82,1
F1,63,pat,21,0.4,f,1,12,82,1
F1,63,pat,21,0.4,f,1,13,85,1
F1,63,pat,21,0.4,f,1,14,87,1
F1,63,pat,21,0.4,f,1,15,89,1
F1,64,pat,21,0.4,f,2,1,38,1
F1,64,pat,21,0.4,f,2,2,57,1
F1,64,pat,21,0.4,f,2,3,64,1
F1,64,pat,21,0.4,f,2,4,71,1
F1,64,pat,21,0.4,f,2,5,78,1
F1,64,pat,21,0.4,f,2,6,78,1
F1,64,pat,21,0.4,f,2,7,80,1
F1,64,pat,21,0.4,f,2,8,82,1
F1,64,pat,21,0.4,f,2,9,82,1
F1,64,pat,21,0.4,f,2,10,85,1
F1,64,pat,21,0.4,f,2,11,85,1
F1,64,pat,21,0.4,f,2,12,87,1
F1,64,pat,21,0.4,f,2,13,87,1
F1,64,pat,21,0.4,f,2,14,87,1
F1,64,pat,21,0.4,f,2,15,89,1
F1,65,pat,21,1,m,1,1,36,1
F1,65,pat,21,1,m,1,2,36,1
F1,65,pat,21,1,m,1,3,43,1
F1,65,pat,21,1,m,1,4,43,1
F1,65,pat,21,1,m,1,5,45,1
F1,65,pat,21,1,m,1,6,50,1
F1,65,pat,21,1,m,1,7,54,1
F1,65,pat,21,1,m,1,8,57,1
F1,65,pat,21,1,m,1,9,61,1
F1,65,pat,21,1,m,1,10,64,1
F1,65,pat,21,1,m,1,11,64,1
F1,65,pat,21,1,m,1,12,71,1
F1,65,pat,21,1,m,1,13,71,1
F1,65,pat,21,1,m,1,14,75,1
F1,65,pat,21,1,m,1,15,80,1
F1,66,pat,21,1,m,2,1,38,1
F1,66,pat,21,1,m,2,2,47,1
F1,66,pat,21,1,m,2,3,47,1
F1,66,pat,21,1,m,2,4,50,1
F1,66,pat,21,1,m,2,5,52,1
F1,66,pat,21,1,m,2,6,52,1
F1,66,pat,21,1,m,2,7,54,1
F1,66,pat,21,1,m,2,8,54,1
F1,66,pat,21,1,m,2,9,57,1
F1,66,pat,21,1,m,2,10,61,1
F1,66,pat,21,1,m,2,11,61,1
F1,66,pat,21,1,m,2,12,64,1
F1,66,pat,21,1,m,2,13,64,1
F1,66,pat,21,1,m,2,14,64,1
F1,66,pat,21,1,m,2,15,78,1
F1,67,pat,21,1,f,1,1,54,1
F1,67,pat,21,1,f,1,2,71,1
F1,67,pat,21,1,f,1,3,75,1
F1,67,pat,21,1,f,1,4,75,1
F1,67,pat,21,1,f,1,5,78,1
F1,67,pat,21,1,f,1,6,78,1
F1,67,pat,21,1,f,1,7,78,1
F1,67,pat,21,1,f,1,8,80,1
F1,67,pat,21,1,f,1,9,80,1
F1,67,pat,21,1,f,1,10,80,1
F1,67,pat,21,1,f,1,11,87,1
F1,67,pat,21,1,f,1,12,89,1
F1,67,pat,21,1,f,1,13,89,1
F1,67,pat,21,1,f,1,14,94,1
F1,67,pat,21,1,f,1,15,96,1
F1,68,pat,21,1,f,2,1,64,1
F1,68,pat,21,1,f,2,2,64,1
F1,68,pat,21,1,f,2,3,64,1
F1,68,pat,21,1,f,2,4,64,1
F1,68,pat,21,1,f,2,5,71,1
F1,68,pat,21,1,f,2,6,71,1
F1,68,pat,21,1,f,2,7,73,1
F1,68,pat,21,1,f,2,8,73,1
F1,68,pat,21,1,f,2,9,78,1
F1,68,pat,21,1,f,2,10,78,1
F1,68,pat,21,1,f,2,11,82,1
F1,68,pat,21,1,f,2,12,85,1
F1,68,pat,21,1,f,2,13,85,1
F1,68,pat,21,1,f,2,14,87,1
F1,68,pat,21,1,f,2,15,92,1
F1,69,pat,21,1.5,m,1,1,5,1
F1,69,pat,21,1.5,m,1,2,12,1
F1,69,pat,21,1.5,m,1,3,40,1
F1,69,pat,21,1.5,m,1,4,47,1
F1,69,pat,21,1.5,m,1,5,47,1
F1,69,pat,21,1.5,m,1,6,50,1
F1,69,pat,21,1.5,m,1,7,54,1
F1,69,pat,21,1.5,m,1,8,54,1
F1,69,pat,21,1.5,m,1,9,57,1
F1,69,pat,21,1.5,m,1,10,57,1
F1,69,pat,21,1.5,m,1,11,59,1
F1,69,pat,21,1.5,m,1,12,61,1
F1,69,pat,21,1.5,m,1,13,64,1
F1,69,pat,21,1.5,m,1,14,68,1
F1,69,pat,21,1.5,m,1,15,73,1
F1,70,pat,21,1.5,m,2,1,40,1
F1,70,pat,21,1.5,m,2,2,45,1
F1,70,pat,21,1.5,m,2,3,45,1
F1,70,pat,21,1.5,m,2,4,50,1
F1,70,pat,21,1.5,m,2,5,52,1
F1,70,pat,21,1.5,m,2,6,57,1
F1,70,pat,21,1.5,m,2,7,57,1
F1,70,pat,21,1.5,m,2,8,59,1
F1,70,pat,21,1.5,m,2,9,64,1
F1,70,pat,21,1.5,m,2,10,64,1
F1,70,pat,21,1.5,m,2,11,66,1
F1,70,pat,21,1.5,m,2,12,71,1
F1,70,pat,21,1.5,m,2,13,71,1
F1,70,pat,21,1.5,m,2,14,82,1
F1,70,pat,21,1.5,m,2,15,82,1
F1,71,pat,21,1.5,f,1,1,73,1
F1,71,pat,21,1.5,f,1,2,75,1
F1,71,pat,21,1.5,f,1,3,75,1
F1,71,pat,21,1.5,f,1,4,80,1
F1,71,pat,21,1.5,f,1,5,80,1
F1,71,pat,21,1.5,f,1,6,80,1
F1,71,pat,21,1.5,f,1,7,85,1
F1,71,pat,21,1.5,f,1,8,85,1
F1,71,pat,21,1.5,f,1,9,85,1
F1,71,pat,21,1.5,f,1,10,87,1
F1,71,pat,21,1.5,f,1,11,87,1
F1,71,pat,21,1.5,f,1,12,89,1
F1,71,pat,21,1.5,f,1,13,89,1
F1,71,pat,21,1.5,f,1,14,89,1
F1,71,pat,21,1.5,f,1,15,94,1
F1,72,pat,21,1.5,f,2,1,64,1
F1,72,pat,21,1.5,f,2,2,68,1
F1,72,pat,21,1.5,f,2,3,71,1
F1,72,pat,21,1.5,f,2,4,71,1
F1,72,pat,21,1.5,f,2,5,73,1
F1,72,pat,21,1.5,f,2,6,73,1
F1,72,pat,21,1.5,f,2,7,75,1
F1,72,pat,21,1.5,f,2,8,75,1
F1,72,pat,21,1.5,f,2,9,78,1
F1,72,pat,21,1.5,f,2,10,80,1
F1,72,pat,21,1.5,f,2,11,82,1
F1,72,pat,21,1.5,f,2,12,85,1
F1,72,pat,21,1.5,f,2,13,87,1
F1,72,pat,21,1.5,f,2,14,89,1
F1,72,pat,21,1.5,f,2,15,92,1
F1,73,pat,23,0.4,m,1,1,22,1
F1,73,pat,23,0.4,m,1,2,45,1
F1,73,pat,23,0.4,m,1,3,50,1
F1,73,pat,23,0.4,m,1,4,52,1
F1,73,pat,23,0.4,m,1,5,52,1
F1,73,pat,23,0.4,m,1,6,57,1
F1,73,pat,23,0.4,m,1,7,57,1
F1,73,pat,23,0.4,m,1,8,57,1
F1,73,pat,23,0.4,m,1,9,59,1
F1,73,pat,23,0.4,m,1,10,59,1
F1,73,pat,23,0.4,m,1,11,61,1
F1,73,pat,23,0.4,m,1,12,68,1
F1,73,pat,23,0.4,m,1,13,71,1
F1,73,pat,23,0.4,m,1,14,73,1
F1,73,pat,23,0.4,m,1,15,75,1
F1,74,pat,23,0.4,m,2,1,40,1
F1,74,pat,23,0.4,m,2,2,43,1
F1,74,pat,23,0.4,m,2,3,43,1
F1,74,pat,23,0.4,m,2,4,45,1
F1,74,pat,23,0.4,m,2,5,47,1
F1,74,pat,23,0.4,m,2,6,50,1
F1,74,pat,23,0.4,m,2,7,50,1
F1,74,pat,23,0.4,m,2,8,54,1
F1,74,pat,23,0.4,m,2,9,59,1
F1,74,pat,23,0.4,m,2,10,61,1
F1,74,pat,23,0.4,m,2,11,61,1
F1,74,pat,23,0.4,m,2,12,64,1
F1,74,pat,23,0.4,m,2,13,64,1
F1,74,pat,23,0.4,m,2,14,73,1
F1,74,pat,23,0.4,m,2,15,75,1
F1,75,pat,23,0.4,f,1,1,8,1
F1,75,pat,23,0.4,f,1,2,36,1
F1,75,pat,23,0.4,f,1,3,78,1
F1,75,pat,23,0.4,f,1,4,78,1
F1,75,pat,23,0.4,f,1,5,80,1
F1,75,pat,23,0.4,f,1,6,82,1
F1,75,pat,23,0.4,f,1,7,82,1
F1,75,pat,23,0.4,f,1,8,82,1
F1,75,pat,23,0.4,f,1,9,85,1
F1,75,pat,23,0.4,f,1,10,85,1
F1,75,pat,23,0.4,f,1,11,85,1
F1,75,pat,23,0.4,f,1,12,87,1
F1,75,pat,23,0.4,f,1,13,89,1
F1,75,pat,23,0.4,f,1,14,89,1
F1,75,pat,23,0.4,f,1,15,92,1
F1,76,pat,23,0.4,f,2,1,57,1
F1,76,pat,23,0.4,f,2,2,64,1
F1,76,pat,23,0.4,f,2,3,71,1
F1,76,pat,23,0.4,f,2,4,75,1
F1,76,pat,23,0.4,f,2,5,78,1
F1,76,pat,23,0.4,f,2,6,82,1
F1,76,pat,23,0.4,f,2,7,85,1
F1,76,pat,23,0.4,f,2,8,85,1
F1,76,pat,23,0.4,f,2,9,87,1
F1,76,pat,23,0.4,f,2,10,87,1
F1,76,pat,23,0.4,f,2,11,89,1
F1,76,pat,23,0.4,f,2,12,92,1
F1,76,pat,23,0.4,f,2,13,92,1
F1,76,pat,23,0.4,f,2,14,92,1
F1,76,pat,23,0.4,f,2,15,94,1
F1,77,pat,23,1,m,1,1,10,1
F1,77,pat,23,1,m,1,2,43,1
F1,77,pat,23,1,m,1,3,47,1
F1,77,pat,23,1,m,1,4,47,1
F1,77,pat,23,1,m,1,5,50,1
F1,77,pat,23,1,m,1,6,52,1
F1,77,pat,23,1,m,1,7,54,1
F1,77,pat,23,1,m,1,8,57,1
F1,77,pat,23,1,m,1,9,59,1
F1,77,pat,23,1,m,1,10,61,1
F1,77,pat,23,1,m,1,11,61,1
F1,77,pat,23,1,m,1,12,64,1
F1,77,pat,23,1,m,1,13,71,1
F1,77,pat,23,1,m,1,14,80,1
F1,77,pat,23,1,m,1,15,85,1
F1,78,pat,23,1,m,2,1,47,1
F1,78,pat,23,1,m,2,2,50,1
F1,78,pat,23,1,m,2,3,50,1
F1,78,pat,23,1,m,2,4,50,1
F1,78,pat,23,1,m,2,5,54,1
F1,78,pat,23,1,m,2,6,54,1
F1,78,pat,23,1,m,2,7,54,1
F1,78,pat,23,1,m,2,8,57,1
F1,78,pat,23,1,m,2,9,57,1
F1,78,pat,23,1,m,2,10,59,1
F1,78,pat,23,1,m,2,11,64,1
F1,78,pat,23,1,m,2,12,71,1
F1,78,pat,23,1,m,2,13,75,1
F1,78,pat,23,1,m,2,14,78,1
F1,78,pat,23,1,m,2,15,85,1
F1,79,pat,23,1,f,1,1,5,1
F1,79,pat,23,1,f,1,2,71,1
F1,79,pat,23,1,f,1,3,78,1
F1,79,pat,23,1,f,1,4,78,1
F1,79,pat,23,1,f,1,5,80,1
F1,79,pat,23,1,f,1,6,80,1
F1,79,pat,23,1,f,1,7,82,1
F1,79,pat,23,1,f,1,8,85,1
F1,79,pat,23,1,f,1,9,87,1
F1,79,pat,23,1,f,1,10,87,1
F1,79,pat,23,1,f,1,11,89,1
F1,79,pat,23,1,f,1,12,89,1
F1,79,pat,23,1,f,1,13,94,1
F1,79,pat,23,1,f,1,14,94,1
F1,79,pat,23,1,f,1,15,96,1
F1,80,pat,23,1,f,2,1,52,1
F1,80,pat,23,1,f,2,2,71,1
F1,80,pat,23,1,f,2,3,75,1
F1,80,pat,23,1,f,2,4,78,1
F1,80,pat,23,1,f,2,5,80,1
F1,80,pat,23,1,f,2,6,80,1
F1,80,pat,23,1,f,2,7,82,1
F1,80,pat,23,1,f,2,8,82,1
F1,80,pat,23,1,f,2,9,85,1
F1,80,pat,23,1,f,2,10,85,1
F1,80,pat,23,1,f,2,11,85,1
F1,80,pat,23,1,f,2,12,87,1
F1,80,pat,23,1,f,2,13,87,1
F1,80,pat,23,1,f,2,14,87,1
F1,80,pat,23,1,f,2,15,89,1
F1,81,pat,23,1.5,m,1,1,50,1
F1,81,pat,23,1.5,m,1,2,50,1
F1,81,pat,23,1.5,m,1,3,50,1
F1,81,pat,23,1.5,m,1,4,57,1
F1,81,pat,23,1.5,m,1,5,61,1
F1,81,pat,23,1.5,m,1,6,64,1
F1,81,pat,23,1.5,m,1,7,64,1
F1,81,pat,23,1.5,m,1,8,64,1
F1,81,pat,23,1.5,m,1,9,64,1
F1,81,pat,23,1.5,m,1,10,66,1
F1,81,pat,23,1.5,m,1,11,68,1
F1,81,pat,23,1.5,m,1,12,71,1
F1,81,pat,23,1.5,m,1,13,73,1
F1,81,pat,23,1.5,m,1,14,85,1
F1,81,pat,23,1.5,m,1,15,89,1
F1,82,pat,23,1.5,m,2,1,43,1
F1,82,pat,23,1.5,m,2,2,47,1
F1,82,pat,23,1.5,m,2,3,52,1
F1,82,pat,23,1.5,m,2,4,57,1
F1,82,pat,23,1.5,m,2,5,57,1
F1,82,pat,23,1.5,m,2,6,61,1
F1,82,pat,23,1.5,m,2,7,64,1
F1,82,pat,23,1.5,m,2,8,64,1
F1,82,pat,23,1.5,m,2,9,66,1
F1,82,pat,23,1.5,m,2,10,68,1
F1,82,pat,23,1.5,m,2,11,82,1
F1,82,pat,23,1.5,m,2,12,78,1
F1,82,pat,23,1.5,m,2,13,80,1
F1,82,pat,23,1.5,m,2,14,80,1
F1,82,pat,23,1.5,m,2,15,80,1
F1,83,pat,23,1.5,f,1,1,71,1
F1,83,pat,23,1.5,f,1,2,73,1
F1,83,pat,23,1.5,f,1,3,78,1
F1,83,pat,23,1.5,f,1,4,80,1
F1,83,pat,23,1.5,f,1,5,80,1
F1,83,pat,23,1.5,f,1,6,80,1
F1,83,pat,23,1.5,f,1,7,80,1
F1,83,pat,23,1.5,f,1,8,82,1
F1,83,pat,23,1.5,f,1,9,82,1
F1,83,pat,23,1.5,f,1,10,85,1
F1,83,pat,23,1.5,f,1,11,85,1
F1,83,pat,23,1.5,f,1,12,87,1
F1,83,pat,23,1.5,f,1,13,87,1
F1,83,pat,23,1.5,f,1,14,87,1
F1,83,pat,23,1.5,f,1,15,92,1
F1,84,pat,23,1.5,f,2,1,47,1
F1,84,pat,23,1.5,f,2,2,54,1
F1,84,pat,23,1.5,f,2,3,64,1
F1,84,pat,23,1.5,f,2,4,71,1
F1,84,pat,23,1.5,f,2,5,73,1
F1,84,pat,23,1.5,f,2,6,78,1
F1,84,pat,23,1.5,f,2,7,78,1
F1,84,pat,23,1.5,f,2,8,80,1
F1,84,pat,23,1.5,f,2,9,80,1
F1,84,pat,23,1.5,f,2,10,80,1
F1,84,pat,23,1.5,f,2,11,85,1
F1,84,pat,23,1.5,f,2,12,87,1
F1,84,pat,23,1.5,f,2,13,87,1
F1,84,pat,23,1.5,f,2,14,89,1
F1,84,pat,23,1.5,f,2,15,89,1
F1,85,pat,25,0.4,m,1,1,47,1
F1,85,pat,25,0.4,m,1,2,50,1
F1,85,pat,25,0.4,m,1,3,50,1
F1,85,pat,25,0.4,m,1,4,52,1
F1,85,pat,25,0.4,m,1,5,54,1
F1,85,pat,25,0.4,m,1,6,54,1
F1,85,pat,25,0.4,m,1,7,59,1
F1,85,pat,25,0.4,m,1,8,61,1
F1,85,pat,25,0.4,m,1,9,61,1
F1,85,pat,25,0.4,m,1,10,64,1
F1,85,pat,25,0.4,m,1,11,71,1
F1,85,pat,25,0.4,m,1,12,73,1
F1,85,pat,25,0.4,m,1,13,73,1
F1,85,pat,25,0.4,m,1,14,78,1
F1,85,pat,25,0.4,m,1,15,89,1
F1,86,pat,25,0.4,m,2,1,40,1
F1,86,pat,25,0.4,m,2,2,40,1
F1,86,pat,25,0.4,m,2,3,52,1
F1,86,pat,25,0.4,m,2,4,54,1
F1,86,pat,25,0.4,m,2,5,57,1
F1,86,pat,25,0.4,m,2,6,57,1
F1,86,pat,25,0.4,m,2,7,57,1
F1,86,pat,25,0.4,m,2,8,66,1
F1,86,pat,25,0.4,m,2,9,66,1
F1,86,pat,25,0.4,m,2,10,66,1
F1,86,pat,25,0.4,m,2,11,66,1
F1,86,pat,25,0.4,m,2,12,66,1
F1,86,pat,25,0.4,m,2,13,71,1
F1,86,pat,25,0.4,m,2,14,73,1
F1,86,pat,25,0.4,m,2,15,73,1
F1,87,pat,25,0.4,f,1,1,73,1
F1,87,pat,25,0.4,f,1,2,78,1
F1,87,pat,25,0.4,f,1,3,82,1
F1,87,pat,25,0.4,f,1,4,82,1
F1,87,pat,25,0.4,f,1,5,85,1
F1,87,pat,25,0.4,f,1,6,87,1
F1,87,pat,25,0.4,f,1,7,87,1
F1,87,pat,25,0.4,f,1,8,89,1
F1,87,pat,25,0.4,f,1,9,89,1
F1,87,pat,25,0.4,f,1,10,89,1
F1,87,pat,25,0.4,f,1,11,89,1
F1,87,pat,25,0.4,f,1,12,89,1
F1,87,pat,25,0.4,f,1,13,89,1
F1,87,pat,25,0.4,f,1,14,92,1
F1,87,pat,25,0.4,f,1,15,92,1
F1,88,pat,25,0.4,f,2,1,73,1
F1,88,pat,25,0.4,f,2,2,73,1
F1,88,pat,25,0.4,f,2,3,78,1
F1,88,pat,25,0.4,f,2,4,80,1
F1,88,pat,25,0.4,f,2,5,80,1
F1,88,pat,25,0.4,f,2,6,82,1
F1,88,pat,25,0.4,f,2,7,82,1
F1,88,pat,25,0.4,f,2,8,82,1
F1,88,pat,25,0.4,f,2,9,82,1
F1,88,pat,25,0.4,f,2,10,82,1
F1,88,pat,25,0.4,f,2,11,85,1
F1,88,pat,25,0.4,f,2,12,85,1
F1,88,pat,25,0.4,f,2,13,85,1
F1,88,pat,25,0.4,f,2,14,87,1
F1,88,pat,25,0.4,f,2,15,89,1
F1,89,pat,25,1,m,1,1,10,1
F1,89,pat,25,1,m,1,2,43,1
F1,89,pat,25,1,m,1,3,50,1
F1,89,pat,25,1,m,1,4,52,1
F1,89,pat,25,1,m,1,5,54,1
F1,89,pat,25,1,m,1,6,54,1
F1,89,pat,25,1,m,1,7,54,1
F1,89,pat,25,1,m,1,8,57,1
F1,89,pat,25,1,m,1,9,59,1
F1,89,pat,25,1,m,1,10,61,1
F1,89,pat,25,1,m,1,11,64,1
F1,89,pat,25,1,m,1,12,64,1
F1,89,pat,25,1,m,1,13,64,1
F1,89,pat,25,1,m,1,14,66,1
F1,89,pat,25,1,m,1,15,68,1
F1,90,pat,25,1,m,2,1,33,1
F1,90,pat,25,1,m,2,2,47,1
F1,90,pat,25,1,m,2,3,50,1
F1,90,pat,25,1,m,2,4,54,1
F1,90,pat,25,1,m,2,5,57,1
F1,90,pat,25,1,m,2,6,57,1
F1,90,pat,25,1,m,2,7,61,1
F1,90,pat,25,1,m,2,8,61,1
F1,90,pat,25,1,m,2,9,64,1
F1,90,pat,25,1,m,2,10,64,1
F1,90,pat,25,1,m,2,11,66,1
F1,90,pat,25,1,m,2,12,66,1
F1,90,pat,25,1,m,2,13,71,1
F1,90,pat,25,1,m,2,14,85,1
F1,90,pat,25,1,m,2,15,89,1
F1,91,pat,25,1,f,1,1,68,1
F1,91,pat,25,1,f,1,2,73,1
F1,91,pat,25,1,f,1,3,75,1
F1,91,pat,25,1,f,1,4,75,1
F1,91,pat,25,1,f,1,5,78,1
F1,91,pat,25,1,f,1,6,78,1
F1,91,pat,25,1,f,1,7,78,1
F1,91,pat,25,1,f,1,8,78,1
F1,91,pat,25,1,f,1,9,80,1
